brand_name,product_description,full_price,discount_price,avg_rating,number_of_rating,image_url,product_details,available_option
Visit the Anker Store,"Anker 20000mAh Power Bank,PowerCore 20K, 3-Ports Portable Charger 20W USB-C Chargingfor iPhone 13",0.0,0.0,4.6,56.0,,,"selected, Black, $39.99Black$39.99', 'White, $39.99White$39.99"
Visit the Anker Store,"Anker Power Bank, 20,000mAh Portable Charger with USB-C Fast Charging, Works for iPhone 15/15 Plus/15 Pro/15 Pro Max, iPhone 14/13/12 Series, Samsung, iPad Pro, AirPods, Apple Watch, and More",0.0,0.0,4.6,56.0,,,"Black, $39.99Black$39.99', 'selected, White, $39.99White$39.99"
Poweradd,Poweradd Slim 2 5000mAh Power Bank Portable Charger External Battery for iPhone SAMSUNG Android Mobile Cellphones,0.0,0.0,3.9,178.0,"https://i5.walmartimages.com/seo/Poweradd-Slim-2-5000mAh-Power-Bank-Portable-Charger-External-Battery-for-iPhone-SAMSUNG-Android-Mobile-Cellphones_b6182275-fc37-4fd6-bdaa-6d4860ca177d.a4bd22dbc5487d2d2f2b6e2fb0ca966c.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/Poweradd-Slim-2-5000mAh-Power-Bank-Portable-Charger-External-Battery-for-iPhone-SAMSUNG-Android-Mobile-Cellphones_b6182275-fc37-4fd6-bdaa-6d4860ca177d.a4bd22dbc5487d2d2f2b6e2fb0ca966c.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,
Halo,Halo Ultrapack 20000 mAh Battery Portable Charger Power Bank LCD Digital Display,0.0,0.0,4.3,3.0,"https://i5.walmartimages.com/seo/Halo-Ultrapack-20000-mAh-Battery-Portable-Charger-Power-Bank-LCD-Digital-Display_21da8d0c-c07a-469e-8b9b-e42af0d4c1b1.4195586f45380687dc84cf7ecbe9656f.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/Halo-Ultrapack-20000-mAh-Battery-Portable-Charger-Power-Bank-LCD-Digital-Display_21da8d0c-c07a-469e-8b9b-e42af0d4c1b1.4195586f45380687dc84cf7ecbe9656f.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,
Visit the Yelomin Store,"Yelomin 49800mAh Solar Power Bank Portable Charger with Wireless Charger for Apple Watch,iPhone,Fast Charging Travel Battery Pack with Camping Flashlight,Compatible with All Mobile Phones（Blue)",69.99,29.99,5.0,9.0,,,"selected, Blue, $29.99Blue$29.99"
Norbi,"Waterproof 50000mAh Portable Solar Charger LED Dual USB Battery Power Bank for Cell Phone,Pad, Android,Camera",0.0,0.0,4.1,14.0,,,"selected, Green, $16.96$16.96', 'Yellow, $16.95$16.95"
walm-Mullti,"Waterproof 50000mAh Portable Solar Charger LED Dual USB Battery Power Bank for Cell Phone,Pad, Android,Camera",0.0,0.0,4.1,14.0,,,"Green, $16.96$16.96', 'selected, Yellow, $16.95$16.95"
onn.,Onn. 20k Blk,0.0,0.0,3.2,244.0,,,
iWALK,"Power Fob Mini Power Bank 3350mAh - Portable Charger for iPhone 14/13/12 Pro Max/8/7, AirPods, Black",0.0,0.0,4.2,171.0,,,"selected, Black, $16.98Black$16.98', 'Pink, $9.99, Out of stockPink$9.99', 'White, $9.99, Out of stockWhite$9.99"
iWALKFree,"IWALK Mini Power Bank Battery Charger 3350mAh Compatible with iPhone 14/14 Plus/13/12, Airpods, Pink",21.99,9.99,4.2,171.0,,,"Black, $16.98Black$16.98', 'selected, Pink, $9.99, Out of stockPink$9.99', 'White, $9.99, Out of stockWhite$9.99"
iWALK,"iWALK Mini Portable Charger Power Bank 3350mAh Compatible with iPhone 14/13/12 Pro Max/11 Pro, with Built in Cable, White",0.0,0.0,4.2,171.0,,,"Black, $16.98Black$16.98', 'Pink, $9.99, Out of stockPink$9.99', 'selected, White, $9.99, Out of stockWhite$9.99"
4Patriots,"4Patriots Patriot Power Cell CX: Portable Solar Power Bank - Rechargeable Battery, 3 USB Ports, 8,000 mAh Lithium Ion Battery, LED Flashlight",0.0,0.0,4.5,97.0,,,
